id,league,year,type,h2_index,para_index,title,paragraph
129,American League,1906,h2,2,2,In the American League,"St. Louis Browns first baseman Tom Jones recorded an American League record twenty-two putouts on May 11th against the Boston Red Sox. New York Highlander Hal Chase tied the record four months later (September 21), but would not be matched himself until Yankee captain Don Mattingly duplicated the effort during a 7-1 win over the Minnesota Twins on July 20, 1987."
130,American League,1906,h2,2,3,In the American League,"In August, the Boston Americans set an unwanted Major League record after suffering four straight shutout losses (0-3 on August 2; 0-4 on August 3; 0-1 on August 4 and 0-4 on August 6)."
131,American League,1906,h2,3,1,In the National League,"On April 12th, Boston Braves outfielder Johnny Bates became the first modern player to hit a home run in his first Major League at bat. The inaugural round tripper came courtesy of Dodger Harry McIntire who lost twenty games or more in three seasons with Brooklyn's miserable turn-of-the-century teams."
132,American League,1906,h2,3,2,In the National League,"New York Giants pitcher Hooks Wilste became the first pitcher of the modern era to strike out four batters in a single inning (after a third-strike error) en route to a twelve-K, 4-1 victory over the Cincinnati Reds. He also fanned the side in the fourth inning for a total of seven batters struck out in just two innings for the first and only time in Major League history."
133,American League,1906,h2,3,3,In the National League,"On October 4th, the Cubs recorded their one-hundred sixteenth victory of the year. The 4-0 win over the Pittsburgh Pirates gave Chicago a 60-15-road record with a .800 percentage mark that has never been equaled. They also became the first team to finish with fewer than two-hundred errors and their pitching staff combined for a league-leading 1.76 ERA."
134,American League,1906,h2,4,1,Around the League,"In an effort to curb accusations and/or suspicions of tampering, a new rule was set putting the umpire in sole charge of all game balls. (The home team manager previously had some say as to when a new ball was introduced)."
135,American League,1906,h2,4,2,Around the League,"Harry Pulliam was unanimously re-elected president of the National League with an increased salary of $10,000. The American League increased Ban Johnson's salary to $15,000 for the remaining four years of his contract."
136,American League,1906,h2,4,3,Around the League,"Hank O'Day, a National League umpire unsuccessfully proposed that the batter's box be outlined with white rubber strips (rather than chalk) to prevent batters from erasing them with their spikes."
137,American League,1907,h1,,,1907 AMERICAN LEAGUE,
138,American League,1907,h2,1,1,Off the field,"In November, Oklahoma became the forty-sixth state admitted to the union. Originally set aside as Indian Territory in 1834, the region was later divided into both the Indian Territory and Oklahoma Territory in 1890. Known primarily as an oil rich state, Oklahoma's vast plains produce bumper yields of wheat, as well as large crops of hay, cotton, and peanuts. Livestock products also contribute more than half of Oklahoma's annual farm receipts."
139,American League,1907,h2,2,1,In the American League,"Popular Boston Americans outfielder / manager Chick Stahl committed suicide while traveling with the team in West Baden Springs, Indiana. A note left behind stated: ""Boys, I just couldn't help it. You drove me to it."" Cy Young reluctantly agreed to start the season as an interim replacement manager and was followed by two other skippers during the year, George Huff and Bob Unglaub."
140,American League,1907,h2,2,2,In the American League,"Chicago White Sox pitcher Ed Walsh tallied eleven assists and two putouts during a 1-0 win over the St. Louis Browns on April 19, 1907. His total of thirteen chances tied the franchise mark set by Nick Altrock during the 1904 season — which is also the Major League record for most chances in a 9-inning game by a pitcher!"
141,American League,1907,h2,2,3,In the American League,"On June 28th, the last place Washington Nationals stole a Major League record thirteen bases off of injured New York Yankees catcher Branch Rickey. An injury to starter Red Kleinow forced Rickey into premature service and he was unable to throw accurately to his baseman."
142,American League,1907,h2,3,1,In the National League,"A riot broke out during a July 8th, Chicago Cubs - Brooklyn Dodgers game after Cubs manager Frank Chance, who was being pelted with empty bottles, threw one back into the crowd hitting a young boy. After losing 5-0, the angry New York crowd rushed from the stands forcing Chance to escape Washington Park III in an armored car with a police escort."
143,American League,1907,h2,3,2,In the National League,"At the West Side Grounds on September 14th, the Chicago Cubs and Cincinnati Reds collected twenty-nine combined hits, ALL of which were singles."
144,American League,1907,h2,3,3,In the National League,"On May 8th, Philadelphia Phillies rookie George McQuillan made his Major League debut in relief of starter Tully Sparks and McQuillan did not allow any runs to score during his brief debut. On September 22nd, he tossed a six-inning, 2-0 win over the St. Louis Cardinals in his first start. The relief and end of season appearance started a record string of twenty-five consecutive shutout innings at the beginning of his Major League career. McQuillan went on to finish the season 4-0 (with three shut outs), and went on to win twenty-three games the following season."
145,American League,1907,h2,4,1,Around the league,"The Cleveland Indians became the first team to institute team wide insurance policies after taking out $100,000 of coverage to insure its players against possible injury in railroad accidents."
146,American League,1907,h2,4,2,Around the league,"Cincinnati Reds' manager Ned Hanlon, one of the originals whose managing days began in 1889 at Pittsburgh, announced his retirement ending a career that boasted five Major League pennants (four Baltimore, one Brooklyn)."
